Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season
Tre Mitchell,OKC,3,18.0,6.0,2.0,3.3,0.6,1.3,2.3,0.571,0.7,2.3,0.286,1.3,2.3,3.7,0.7,0.0,1.0,1.0,1.3,2024-25
Vincent Valerio-Bodon,LAL,2,15.8,6.0,1.5,4.0,0.375,1.5,2.5,0.6,1.5,2.0,0.75,1.5,3.5,5.0,2.5,0.5,0.5,1.5,0.0,2024-25
Ochai Agbaji,TOR,4,23.2,6.0,2.5,7.0,0.357,0.3,1.8,0.143,0.8,1.3,0.6,1.5,3.3,4.8,1.5,1.0,0.0,1.5,2.3,2024-25
Amari Bailey,LAC,5,13.4,6.0,1.8,4.6,0.391,0.6,1.2,0.5,1.8,2.8,0.643,0.0,0.8,0.8,1.8,0.2,0.2,1.4,0.8,2024-25
Zach Edey,MEM,1,8.6,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2024-25
Alan Griffin,NYK,1,13.1,6.0,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,2024-25
"Darin Green, Jr.",SAS,2,9.3,6.0,2.0,5.0,0.4,2.0,4.5,0.444,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,2024-25
Adem Bona,PHL,5,21.0,5.8,2.4,3.4,0.706,0.0,0.0,0.0,1.0,1.2,0.833,1.4,3.6,5.0,0.8,1.0,2.4,2.6,5.2,2024-25
Ryan Dunn,PHX,4,25.4,5.8,2.8,8.0,0.344,0.3,3.3,0.077,0.0,0.3,0.0,1.3,2.5,3.8,1.8,1.3,1.5,1.5,2.3,2024-25
"D.J. Burns, Jr.",CLE,4,11.9,5.8,2.5,4.5,0.556,0.0,0.0,0.0,0.8,1.0,0.75,0.5,1.8,2.3,1.0,0.8,0.5,0.8,3.0,2024-25
Isaiah Whaley,DAL,5,13.0,5.6,2.2,3.6,0.611,0.4,1.0,0.4,0.8,1.0,0.8,1.4,3.2,4.6,1.0,0.6,0.8,0.2,1.8,2024-25
Jesse Edwards,MIN,5,17.6,5.6,2.0,4.6,0.435,0.0,0.0,0.0,1.6,3.2,0.5,2.0,2.4,4.4,1.0,0.2,1.0,1.0,3.8,2024-25
Donta Scott,GOS,5,17.1,5.6,2.2,6.2,0.355,0.4,3.0,0.133,0.8,1.2,0.667,1.6,2.0,3.6,0.6,0.2,0.4,0.8,0.8,2024-25
Aaron Estrada,DET,5,13.4,5.6,2.2,5.4,0.407,0.8,2.6,0.308,0.4,0.4,1.0,0.2,1.6,1.8,2.2,0.2,0.0,1.6,1.0,2024-25
Justin Lewis,NYK,4,11.9,5.5,1.5,2.8,0.545,0.8,1.3,0.6,1.8,1.8,1.0,0.3,3.3,3.5,0.0,0.0,0.0,0.0,0.5,2024-25
Alex Sarr,WAS,4,29.6,5.5,2.3,11.8,0.191,0.5,4.3,0.118,0.5,1.0,0.5,3.5,4.3,7.8,3.3,0.8,2.5,2.3,4.3,2024-25
Kaiser Gates,ORL,2,14.9,5.5,1.5,5.0,0.3,1.5,5.0,0.3,1.0,1.0,1.0,0.0,1.5,1.5,1.5,2.0,0.0,0.5,0.5,2024-25
Tevian Jones,BRK,2,12.3,5.5,2.0,5.0,0.4,1.5,4.0,0.375,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,1.5,2024-25
"Wendell Moore, Jr.",DET,2,23.0,5.5,2.0,8.0,0.25,0.5,3.0,0.167,1.0,1.0,1.0,0.5,2.5,3.0,1.5,1.0,0.0,1.0,1.0,2024-25
Luke Avdalovic,SAS,2,9.5,5.5,2.0,4.0,0.5,1.5,3.5,0.429,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,0.0,1.5,0.5,2024-25
"Patrick Baldwin, Jr.",WAS,2,18.7,5.5,1.5,5.5,0.273,0.5,4.0,0.125,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.5,0.5,2.5,3.0,2024-25
Moses Wood,ATL,4,22.4,5.5,2.0,7.3,0.276,1.5,5.3,0.286,0.0,0.0,0.0,0.5,2.5,3.0,1.3,0.3,0.5,2.0,2.8,2024-25
Yauhen Massalski,SAS,5,18.3,5.4,2.6,6.4,0.406,0.0,0.4,0.0,0.2,0.4,0.5,4.2,6.8,11.0,2.2,1.0,0.6,1.2,1.6,2024-25
Caleb Daniels,MIA,5,18.0,5.4,1.6,4.6,0.348,0.6,2.4,0.25,1.6,2.0,0.8,0.4,3.2,3.6,2.2,1.2,0.2,0.2,1.0,2024-25
Tyson Walker,PHX,5,14.8,5.4,2.0,6.2,0.323,1.0,3.4,0.294,0.4,0.8,0.5,0.6,1.0,1.6,2.6,1.8,0.2,0.6,2.2,2024-25
Zyon Pullin,MIA,6,11.9,5.3,1.8,2.8,0.647,0.3,0.3,1.0,1.3,2.2,0.615,0.2,0.8,1.0,1.7,0.2,0.2,1.2,0.7,2024-25
James Banks,CHA,5,14.3,5.2,2.4,5.4,0.444,0.0,0.2,0.0,0.4,0.6,0.667,2.4,2.4,4.8,0.8,0.4,2.0,0.6,2.2,2024-25
Dexter Dennis,CLE,5,16.2,5.2,2.0,5.2,0.385,0.4,3.0,0.133,0.8,1.2,0.667,0.4,3.2,3.6,1.4,0.6,0.6,1.4,1.0,2024-25
John Butler,WAS,5,17.7,5.2,1.8,5.6,0.321,1.0,3.4,0.294,0.6,0.8,0.75,0.8,1.6,2.4,1.2,1.0,0.6,0.2,2.0,2024-25
Grayson Murphy,LAL,1,23.7,5.0,2.0,3.0,0.667,0.0,1.0,0.0,1.0,2.0,0.5,3.0,8.0,11.0,10.0,3.0,0.0,0.0,3.0,2024-25
Seth Millner,SAS,3,8.1,5.0,1.3,3.3,0.4,0.7,1.3,0.5,1.7,2.0,0.833,1.3,0.3,1.7,0.7,0.3,0.3,0.0,0.3,2024-25
Pedro Bradshaw,CHA,2,6.2,5.0,1.5,2.5,0.6,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.5,1.0,0.0,0.0,0.5,2024-25
Nick Ongenda,ATL,2,19.5,5.0,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,3.0,2.0,5.0,0.5,0.5,1.5,1.5,4.0,2024-25
Tyrece Radford,SAS,2,11.4,5.0,1.5,3.5,0.429,0.0,0.5,0.0,2.0,2.0,1.0,2.5,0.5,3.0,1.5,0.0,0.0,0.5,0.5,2024-25
Jayvon Graves,CLE,3,11.2,5.0,1.7,5.3,0.313,0.3,1.7,0.2,1.3,2.0,0.667,0.3,3.0,3.3,1.0,0.3,0.3,0.3,1.3,2024-25
Hyunjung Lee,POR,2,14.9,5.0,2.0,7.5,0.267,0.0,5.0,0.0,1.0,2.0,0.5,3.0,2.5,5.5,2.0,0.0,0.0,0.0,1.5,2024-25
Miller Kopp,OKC,3,20.0,5.0,1.7,7.3,0.227,1.7,5.7,0.294,0.0,0.0,0.0,1.0,1.7,2.7,1.0,1.0,0.0,1.3,0.7,2024-25
Khalid Moore,BRK,1,11.1,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2024-25
Gabe Kalscheur,MIN,2,12.7,5.0,2.0,5.5,0.364,0.5,3.0,0.167,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,2.0,2024-25
Lance Jones,IND,2,9.1,5.0,2.0,6.5,0.308,0.5,2.5,0.2,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,2024-25
Dariq Whitehead,BRK,4,20.8,5.0,1.5,10.3,0.146,0.5,6.0,0.083,1.5,2.0,0.75,0.5,4.0,4.5,1.0,1.3,0.8,1.5,2.0,2024-25
Nathan Knight,CHI,3,14.9,5.0,0.7,3.7,0.182,0.3,1.7,0.2,3.3,4.7,0.714,1.7,2.3,4.0,1.0,0.3,0.0,2.0,5.3,2024-25
Joirdon Nicholas,LAL,1,10.9,5.0,2.0,6.0,0.333,0.0,0.0,0.0,1.0,2.0,0.5,3.0,0.0,3.0,1.0,0.0,1.0,2.0,6.0,2024-25
Judah Mintz,PHL,1,16.5,5.0,2.0,7.0,0.286,0.0,2.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2024-25
Javante McCoy,DET,4,13.0,4.8,2.0,5.0,0.4,0.3,1.8,0.143,0.5,0.8,0.667,1.0,1.5,2.5,2.0,1.0,0.0,1.0,0.8,2024-25
Quincy Guerrier,TOR,3,12.9,4.7,1.3,4.0,0.333,0.7,2.3,0.286,1.3,2.7,0.5,1.7,3.0,4.7,0.7,1.0,0.0,0.3,1.7,2024-25
Philip Alston,MIL,3,12.3,4.7,1.7,3.3,0.5,0.3,1.3,0.25,1.0,1.3,0.75,0.7,1.7,2.3,1.0,0.7,0.0,0.7,1.0,2024-25
Jo Acuil,SAC,5,10.9,4.6,1.8,3.8,0.474,0.2,0.2,1.0,0.8,1.0,0.8,2.0,2.6,4.6,0.8,0.2,0.8,1.4,2.0,2024-25
Ulrich Chomche,TOR,5,19.3,4.6,1.8,3.6,0.5,0.2,0.4,0.5,0.8,1.8,0.444,1.6,3.6,5.2,1.4,0.2,1.4,2.2,4.8,2024-25
Alex Fudge,DAL,5,13.1,4.6,2.2,5.8,0.379,0.2,1.6,0.125,0.0,0.4,0.0,1.0,2.2,3.2,1.2,0.6,0.4,0.6,1.4,2024-25
"Kira Lewis, Jr.",HOU,5,13.0,4.6,1.8,5.6,0.321,0.4,1.8,0.222,0.6,0.8,0.75,0.4,2.2,2.6,1.0,0.4,0.0,1.8,1.8,2024-25
Obadiah Noel,NYK,4,9.2,4.5,1.0,3.3,0.308,0.8,1.5,0.5,1.8,2.5,0.7,0.0,0.8,0.8,1.3,0.8,0.0,0.3,1.5,2024-25
Devin Cannady,NYK,4,9.2,4.5,1.5,3.5,0.429,1.5,3.3,0.462,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.3,0.0,0.3,1.0,2024-25
Sam Peek,DET,2,5.9,4.5,1.5,3.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.5,0.0,1.0,2024-25
Nikola Djurisic,ATL,2,16.1,4.5,1.0,3.5,0.286,0.0,1.5,0.0,2.5,4.5,0.556,0.0,1.5,1.5,1.0,0.5,0.5,2.5,1.5,2024-25
Malevy Leons,OKC,5,14.8,4.4,1.2,3.2,0.375,0.4,1.2,0.333,1.6,2.0,0.8,1.6,1.2,2.8,0.4,1.2,0.6,1.0,1.2,2024-25
Myron Gardner,ORL,3,11.1,4.3,2.0,4.0,0.5,0.3,1.7,0.2,0.0,0.0,0.0,0.3,3.0,3.3,1.7,1.0,0.3,0.3,1.7,2024-25
Walter Ellis,DEN,3,11.9,4.3,1.7,4.7,0.357,0.7,2.7,0.25,0.3,0.3,1.0,0.0,1.7,1.7,0.3,0.7,0.3,1.0,1.7,2024-25
"Andre Jackson, Jr.",MIL,3,18.3,4.3,2.0,4.0,0.5,0.3,2.3,0.143,0.0,0.0,0.0,0.7,1.7,2.3,2.0,0.0,0.0,3.0,2.3,2024-25
Terry Taylor,LAC,5,15.8,4.2,1.6,4.2,0.381,0.2,1.4,0.143,0.8,0.8,1.0,2.2,1.8,4.0,1.4,0.2,0.8,0.6,1.6,2024-25
Joe Wieskamp,MIN,5,6.5,4.2,1.4,2.2,0.636,0.8,1.4,0.571,0.6,0.8,0.75,0.4,0.8,1.2,0.0,0.2,0.0,0.2,0.2,2024-25
Nathaniel Hinton,HOU,5,17.9,4.0,0.8,3.8,0.211,0.6,2.0,0.3,1.8,2.0,0.9,1.2,3.0,4.2,1.4,0.6,0.0,0.8,1.6,2024-25
Markquis Nowell,WAS,3,14.3,4.0,1.0,2.7,0.375,0.3,1.3,0.25,1.7,2.7,0.625,0.0,2.0,2.0,1.7,1.7,0.0,1.7,1.0,2024-25
Tre Scott,ORL,2,11.2,4.0,1.5,4.0,0.375,1.0,2.5,0.4,0.0,0.0,0.0,1.5,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2024-25
Zhaire Smith,CLE,5,14.1,4.0,1.4,3.8,0.368,0.2,1.0,0.2,1.0,1.4,0.714,0.6,0.8,1.4,1.0,1.2,0.4,1.6,2.2,2024-25
Fardaws Aimaq,DEN,3,15.0,4.0,1.7,4.3,0.385,0.0,1.0,0.0,0.7,0.7,1.0,1.3,3.0,4.3,1.3,0.0,0.0,1.7,3.0,2024-25
Josh Oduro,NOP,2,20.6,4.0,2.0,6.5,0.308,0.0,1.0,0.0,0.0,0.5,0.0,2.5,3.5,6.0,3.0,0.0,0.5,2.5,4.0,2024-25
Tyler Thomas,CHI,2,5.9,4.0,1.5,2.0,0.75,1.0,1.5,0.667,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,2024-25
Amari Kelly,NYK,1,15.7,4.0,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,2024-25
T.J. Clark,DAL,3,7.6,4.0,1.3,2.3,0.571,1.0,1.0,1.0,0.3,0.7,0.5,0.0,0.3,0.3,1.0,0.0,0.0,1.3,1.3,2024-25
"Jameer Nelson, Jr.",SAS,5,9.2,3.8,1.6,5.0,0.32,0.4,1.2,0.333,0.2,0.2,1.0,0.2,0.6,0.8,1.6,0.0,0.0,0.6,0.6,2024-25
Jaylen Clark,MIN,4,18.1,3.8,1.5,6.3,0.24,0.5,2.3,0.222,0.3,0.5,0.5,0.5,1.3,1.8,0.8,2.8,0.5,0.5,2.8,2024-25
D.J. Horne,SAS,4,11.1,3.8,1.5,5.5,0.273,0.3,2.8,0.091,0.5,0.5,1.0,0.8,0.8,1.5,1.5,0.3,0.3,0.8,2.0,2024-25
Tony Bradley,PHL,3,13.1,3.7,1.7,1.7,1.0,0.0,0.0,0.0,0.3,0.7,0.5,2.0,2.0,4.0,0.3,1.3,1.0,0.7,1.3,2024-25
Caleb McConnell,CHA,3,10.3,3.7,1.3,3.0,0.444,0.0,0.7,0.0,1.0,2.0,0.5,1.3,3.3,4.7,2.0,1.3,0.0,1.3,1.0,2024-25
Charles Bediako,ORL,3,11.5,3.7,1.0,2.3,0.429,0.3,0.3,1.0,1.3,2.0,0.667,1.7,0.7,2.3,0.3,0.7,0.3,0.0,0.7,2024-25
Tristan Enaruna,BOS,3,14.7,3.7,1.7,3.3,0.5,0.0,1.0,0.0,0.3,0.7,0.5,0.3,0.7,1.0,0.0,1.0,0.7,0.3,0.3,2024-25
N'Faly Dante,HOU,5,13.2,3.6,1.8,3.4,0.529,0.0,0.0,0.0,0.0,0.4,0.0,2.0,3.2,5.2,0.0,0.2,0.8,0.6,2.4,2024-25
Zylan Cheatham,BRK,5,17.0,3.6,1.2,2.2,0.545,0.0,0.4,0.0,1.2,2.4,0.5,1.0,2.4,3.4,2.0,0.6,0.6,1.6,3.4,2024-25
Josh Bannan,LAC,5,12.5,3.6,1.2,3.2,0.375,0.0,1.0,0.0,1.2,1.6,0.75,1.2,3.2,4.4,0.6,0.2,0.0,1.2,2.6,2024-25
Jalen Slawson,DET,5,14.4,3.6,1.2,3.4,0.353,0.4,2.0,0.2,0.8,1.6,0.5,0.2,2.6,2.8,0.4,0.8,1.0,1.6,1.6,2024-25
Kylor Kelley,OKC,4,18.4,3.5,1.8,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.5,6.3,1.0,0.0,1.5,0.3,1.0,2024-25
Ibrahima Diallo,SAS,4,13.5,3.5,1.0,2.8,0.364,0.0,0.3,0.0,1.5,2.0,0.75,2.5,2.8,5.3,0.5,0.3,0.8,0.5,2.8,2024-25
Garrison Brooks,CHI,4,13.3,3.5,1.5,3.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.5,2.3,3.8,0.8,0.5,0.8,1.0,2.5,2024-25
Jalen Pickett,DEN,4,25.0,3.5,1.3,6.0,0.208,0.3,2.0,0.125,0.8,1.0,0.75,0.8,2.0,2.8,2.8,0.0,0.3,0.8,1.5,2024-25
Jonathan Mogbo,TOR,2,12.9,3.5,1.5,2.5,0.6,0.0,0.5,0.0,0.5,1.0,0.5,0.5,3.0,3.5,2.0,0.5,0.5,1.5,1.5,2024-25
Ahmad Caver,SAC,2,9.6,3.5,1.5,3.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2.5,0.5,0.0,0.5,0.5,2024-25
Sy Chatman,DEN,2,11.7,3.5,1.0,3.0,0.333,0.0,0.5,0.0,1.5,2.0,0.75,0.5,1.0,1.5,0.5,1.5,0.0,0.0,1.0,2024-25
Joseph Girard III,TOR,2,14.4,3.5,1.0,4.5,0.222,0.5,3.5,0.143,1.0,1.0,1.0,0.0,2.5,2.5,1.5,0.5,0.0,0.0,1.0,2024-25
Chase Audige,CHI,2,9.2,3.5,0.5,1.5,0.333,0.5,1.5,0.333,2.0,3.0,0.667,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.5,2024-25
Cormac Ryan,OKC,4,12.9,3.5,0.8,4.3,0.176,0.8,3.0,0.25,1.3,1.3,1.0,1.0,1.3,2.3,0.3,0.5,0.0,0.5,1.8,2024-25
Mantas Rubstavicius,GOS,4,9.3,3.5,1.0,4.3,0.235,0.5,2.5,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3,0.5,0.8,2024-25
Trey Woodbury,IND,2,9.8,3.5,1.0,4.5,0.222,0.5,3.0,0.167,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.5,2024-25
Xavier Sneed,SAC,5,17.6,3.4,1.0,3.0,0.333,0.4,2.4,0.167,1.0,1.6,0.625,0.2,0.8,1.0,0.6,1.0,0.6,1.2,1.4,2024-25
RaeQuan Battle,CHA,3,7.8,3.3,1.0,3.3,0.3,0.3,1.7,0.2,1.0,1.0,1.0,0.0,0.7,0.7,0.0,0.3,0.0,1.0,1.0,2024-25
Leaky Black,CHA,5,21.8,3.0,1.0,3.8,0.263,0.6,2.0,0.3,0.4,0.4,1.0,0.8,3.2,4.0,1.6,1.6,0.8,0.8,0.6,2024-25
Trevor Hudgins,LAC,5,15.0,3.0,1.0,4.0,0.25,0.6,3.2,0.188,0.4,0.4,1.0,0.6,0.8,1.4,1.4,1.2,0.0,0.2,1.2,2024-25
Santiago Vescovi,GOS,4,12.1,3.0,1.0,2.5,0.4,0.5,1.5,0.333,0.5,0.5,1.0,0.5,1.8,2.3,2.5,0.3,0.0,1.3,2.0,2024-25
Drew Pember,MEM,5,9.5,3.0,1.2,2.2,0.545,0.4,1.2,0.333,0.2,0.8,0.25,0.4,0.8,1.2,0.8,0.0,0.6,0.4,2.2,2024-25
Kendric Davis,POR,3,13.5,3.0,0.7,3.3,0.2,0.3,2.0,0.167,1.3,2.0,0.667,0.0,1.7,1.7,3.3,1.3,0.0,1.7,2.0,2024-25
Jordan Tucker,PHL,1,14.6,3.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,2024-25
Dyson Disu,TOR,3,8.6,3.0,1.3,4.3,0.308,0.3,1.7,0.2,0.0,0.0,0.0,0.7,1.3,2.0,0.0,0.0,1.7,0.0,1.0,2024-25
Jamuni McNeace,IND,2,5.4,3.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.5,2.0,1.0,0.0,0.5,1.0,0.5,2024-25
Bryson Williams,ORL,2,9.0,3.0,1.5,2.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,2024-25
J.C. Butler,MIA,2,10.0,3.0,1.0,2.5,0.4,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.5,2.5,0.0,0.0,0.0,0.5,0.0,2024-25
James Bishop IV,MIN,1,7.4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2024-25
Ta'Lon Cooper,ORL,2,11.4,3.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,2024-25
Cui Yongxi,POR,3,7.2,3.0,1.0,2.3,0.429,0.7,1.7,0.4,0.3,0.3,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,2024-25
David Jones,PHL,1,16.2,3.0,1.0,5.0,0.2,0.0,2.0,0.0,1.0,2.0,0.5,0.0,5.0,5.0,0.0,0.0,1.0,0.0,2.0,2024-25
Joey Hauser,NOP,4,13.5,3.0,1.3,2.5,0.5,0.5,1.5,0.333,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.3,0.3,1.5,1.8,2024-25
Marques Bolden,GOS,1,4.9,3.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,2024-25
Brice Sensabaugh,UTA,1,12.0,3.0,1.0,5.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2024-25
Justin Edwards,PHL,1,14.3,3.0,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2024-25
Gabe McGlothan,DEN,5,16.0,2.8,1.0,2.4,0.417,0.6,1.2,0.5,0.2,0.4,0.5,1.0,3.0,4.0,0.2,0.4,0.4,0.6,2.4,2024-25
Mark Armstrong,BRK,5,8.7,2.8,1.0,4.4,0.227,0.4,2.0,0.2,0.4,0.4,1.0,0.0,1.2,1.2,1.6,0.2,0.0,1.4,1.0,2024-25
Logan Johnson,PHX,3,5.4,2.7,1.0,2.0,0.5,0.0,0.3,0.0,0.7,0.7,1.0,0.7,1.0,1.7,0.3,0.3,0.3,1.0,0.7,2024-25
Isaiah Todd,ORL,3,5.7,2.7,1.0,1.7,0.6,0.0,0.3,0.0,0.7,0.7,1.0,0.3,0.7,1.0,0.3,0.0,0.0,0.3,2.3,2024-25
Jaylin Williams,DEN,3,7.8,2.7,0.7,3.3,0.2,0.0,1.0,0.0,1.3,1.3,1.0,0.3,1.0,1.3,0.3,0.3,0.3,0.3,1.7,2024-25
Jamarion Sharp,DAL,5,14.7,2.6,1.2,1.8,0.667,0.0,0.0,0.0,0.2,0.8,0.25,1.4,3.2,4.6,0.6,0.0,2.6,1.0,2.0,2024-25
Jaedon LeDee,MIN,5,9.8,2.6,0.8,1.6,0.5,0.2,0.2,1.0,0.8,1.2,0.667,0.8,1.2,2.0,0.2,0.6,0.2,0.4,2.2,2024-25
Trhae Mitchell,NOP,4,24.4,2.5,1.0,2.3,0.444,0.5,1.0,0.5,0.0,0.0,0.0,0.0,3.8,3.8,1.5,1.3,1.0,0.3,5.0,2024-25
Warren Washington,MIA,4,6.4,2.5,1.3,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.3,0.0,0.5,0.0,1.3,2024-25
Neal Sako,MIA,2,9.3,2.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,4.0,0.125,2.0,1.0,3.0,0.0,0.5,0.5,1.0,2.0,2024-25
Kameron Hankerson,DET,2,4.8,2.5,1.0,2.5,0.4,0.5,1.5,0.333,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2024-25
Omari Moore,TOR,5,9.7,2.4,0.8,3.0,0.267,0.2,1.4,0.143,0.6,0.6,1.0,0.2,0.8,1.0,0.8,0.4,0.4,0.6,0.8,2024-25
Jaylin Galloway,MIL,5,9.9,2.4,1.0,2.4,0.417,0.4,1.4,0.286,0.0,0.4,0.0,0.6,1.0,1.6,0.6,0.0,0.2,0.8,1.0,2024-25
Andrew Funk,CHI,5,13.9,2.4,0.6,3.6,0.167,0.6,3.4,0.176,0.6,0.8,0.75,0.0,0.8,0.8,0.6,0.6,0.0,0.2,0.4,2024-25
Marcus Domask,CHI,3,11.3,2.3,1.0,3.3,0.3,0.3,1.7,0.2,0.0,0.0,0.0,0.7,1.0,1.7,0.0,0.3,0.7,0.7,0.3,2024-25
Kevin Obanor,NOP,3,9.4,2.3,0.7,1.3,0.5,0.0,0.3,0.0,1.0,2.0,0.5,0.7,2.0,2.7,0.3,0.0,0.3,1.3,1.7,2024-25
Antoine Davis,SAC,3,6.0,2.3,1.0,2.7,0.375,0.3,1.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,2024-25
Ibou Badji,MIL,4,13.1,2.3,0.8,1.5,0.5,0.0,0.0,0.0,0.8,0.8,1.0,1.0,2.3,3.3,0.0,0.5,1.0,0.5,1.5,2024-25
Gabe Osabuohien,CLE,4,8.6,2.3,0.5,1.0,0.5,0.3,0.5,0.5,1.0,1.3,0.8,0.3,1.0,1.3,1.8,0.8,0.5,1.3,1.3,2024-25
Kamani Johnson,NYK,1,13.1,2.0,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,1.0,2.0,1.0,2024-25
Nojel Eastern,MIN,2,6.0,2.0,0.5,1.5,0.333,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,2024-25
Tyler Robertson,WAS,1,14.3,2.0,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,2024-25
Max Fiedler,PHL,2,7.6,2.0,1.0,2.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,2.5,0.0,0.0,0.0,0.5,2.0,2024-25
K.J. Jones II,BRK,1,9.4,2.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-25
David Muoka,BRK,1,8.7,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,2024-25
James Akinjo,MIL,2,5.1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,2024-25
Matt Lewis,PHX,3,8.8,2.0,0.7,3.3,0.2,0.7,2.7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.7,2024-25
Tristan Vukcevic,WAS,1,14.8,2.0,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2024-25
Au'Diese Toney,DEN,5,15.1,1.8,0.2,2.4,0.083,0.0,1.0,0.0,1.4,1.6,0.875,0.8,1.8,2.6,0.6,0.8,0.0,1.0,1.8,2024-25
Tyrese Samuel,PHX,4,8.6,1.8,0.8,1.3,0.6,0.0,0.3,0.0,0.3,1.0,0.25,0.8,0.8,1.5,0.3,0.3,0.5,0.0,1.0,2024-25
Tylor Perry,TOR,4,7.3,1.8,0.5,2.3,0.222,0.5,2.0,0.25,0.3,0.5,0.5,0.5,0.3,0.8,1.5,0.0,0.0,0.3,1.0,2024-25
"Mike Miles, Jr.",HOU,4,7.4,1.8,0.8,3.8,0.2,0.0,1.3,0.0,0.3,0.8,0.333,0.0,1.3,1.3,0.8,0.3,0.3,0.3,0.8,2024-25
